#                                                                          running time (s)                 
#                                                                   -------------------------------          
# idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
   63  216432      1526        1     1430     no   1729.74       -       0.53       0.13       1.09     37.60
   64  313594      1521        1     1430     no   1720.27       -       0.51       0.12       1.06     37.42
   65  391626      1467        1     1430     no   1790.58       -       0.50       0.12       1.04     36.22
   66  1002672     1486        1     1430     no   1781.07       -       0.50       0.12       1.04     36.53
   67  393595      1542        1     1430     no   1869.70       -       0.52       0.11       1.07     37.59
   68  667129      1530        8     1425  5'&3'   1851.36       -       0.58       0.11       1.12     37.29
   69  675813      1463        3     1350  5'&3'   1734.15       -       0.46       0.10       0.98     34.77
   70  287752      1405       18     1365  5'&3'   1727.83       -       0.44       0.10       0.94     33.40
   71  158878      1552        1     1430     no   1887.63       -       0.56       0.10       1.10     37.75
   72  220664      1539        1     1430     no   1876.59       -       0.53       0.11       1.07     37.55
   73  283942      1544        1     1430     no   1842.47       -       0.56       0.11       1.11     37.78
   74  188626      1419       38     1364  5'&3'   1694.99       -       0.43       0.10       0.94     33.38
   75  875328      1534        1     1430     no   1815.70       -       0.53       0.11       1.06     37.36
   76  228405      1455        1     1430     no   1784.01       -       0.52       0.13       1.06     35.93
   77  645127      1521        1     1430     no   1804.45       -       0.54       0.11       1.08     37.08
   78  365046      1531        1     1430     no   1815.21       -       0.52       0.11       1.06     37.37
   79  765698      1486        1     1430     no   1847.58       -       0.50       0.11       1.03     36.36
   80  411684       800       66      843  5'&3'    958.09       -       0.13       0.06       0.43     15.44
   81  314262      1459        1     1429     3'   1777.20       -       0.50       0.13       1.03     36.02
   82  243230      1502        1     1430     no   1764.34       -       0.51       0.13       1.06     37.04
   83  313589      1529        1     1430     no   1849.39       -       0.53       0.10       1.07     37.24
   84  685727      1520        1     1430     no   1866.26       -       0.54       0.10       1.07     36.96
   85  208596      1562        1     1430     no   1892.62       -       0.54       0.10       1.08     37.90
   86  634499      1400       64     1370  5'&3'   1624.00       -       0.41       0.12       0.92     33.03
   87  634500      1535        6     1429  5'&3'   1859.67       -       0.52       0.11       1.07     37.50
   88  592316      1543        1     1430     no   1858.12       -       0.53       0.12       1.08     37.75
   89  706191      1542        1     1430     no   1858.61       -       0.53       0.11       1.08     37.73
   90  626369      1230       19     1148  5'&3'   1475.11       -       0.31       0.09       0.74     27.03
   91  349520      1556        1     1430     no   1872.18       -       0.53       0.10       1.07     37.82
   92  378753      1531        1     1430     no   1842.22       -       0.52       0.10       1.05     37.25
   93  675814      1465       31     1368  5'&3'   1680.10       -       0.46       0.12       1.00     34.85
   94  345073      1543        1     1430     no   1850.48       -       0.54       0.12       1.09     37.75
   95  391574      1555        1     1430     no   1847.47       -       0.52       0.12       1.09     38.05
   96  478801      1524        1     1430     no   1851.50       -       0.52       0.10       1.05     37.06
   97  243231      1556        1     1430     no   1882.64       -       0.53       0.10       1.07     37.82
   98  1035184     1404       66     1363  5'&3'   1625.02       -       0.40       0.10       0.91     32.83
   99  767100      1500        9     1412  5'&3'   1804.93       -       0.51       0.11       1.04     36.35
  100  680646      1527        1     1430     no   1824.69       -       0.53       0.10       1.07     37.21
  101  596329      1317       69     1350  5'&3'   1626.25       -       0.38       0.10       0.85     30.68
  102  326426      1531        1     1430     no   1811.08       -       0.52       0.10       1.06     37.27
  103  585501      1439       63     1425  5'&3'   1694.59       -       0.49       0.11       1.00     34.47
  104  706433      1513        8     1425  5'&3'   1802.07       -       0.54       0.11       1.08     36.82
  105  888048      1536        8     1425  5'&3'   1860.26       -       0.51       0.11       1.05     37.22
  106  575614      1529        1     1430     no   1639.25       -       0.54       0.13       1.11     37.72
  107  706434      1550        8     1417  5'&3'   1787.85       -       0.57       0.12       1.12     37.61
  108  888052      1529        8     1425  5'&3'   1768.33       -       0.55       0.11       1.09     37.18
  109  596330      1409       19     1350  5'&3'   1675.61       -       0.43       0.10       0.94     33.35
  110  306537      1528        1     1430     no   1823.08       -       0.54       0.10       1.07     37.22
  111  292415      1535        1     1430     no   1811.46       -       0.54       0.11       1.08     37.46
  112  292414      1462        1     1430     no   1785.91       -       0.53       0.12       1.07     36.03
  113  290339      1542        1     1430     no   1869.22       -       0.57       0.12       1.12     37.73
  114  500639      1060      416     1425  5'&3'   1338.77       -       0.26       0.07       0.63     22.24
  115  944559      1536        8     1419  5'&3'   1841.18       -       0.55       0.11       1.10     37.20
  116  281090      1524        1     1430     no   1859.62       -       0.52       0.11       1.06     37.15
  117  525263      1509        8     1425  5'&3'   1778.33       -       0.55       0.11       1.08     36.68
  118  525268      1506        8     1425  5'&3'   1808.82       -       0.54       0.11       1.08     36.60
  119  262543      1562        1     1430     no   1895.31       -       0.58       0.10       1.11     37.95
  120  537011      1493        8     1398  5'&3'   1592.11       -       0.52       0.13       1.08     36.46
  121  411461      1519        8     1425  5'&3'   1823.50       -       0.53       0.11       1.07     36.89
  122  195103      1513        1     1430     no   1866.10       -       0.51       0.12       1.05     37.02
  123  226185      1561        2     1430     5'   1875.68       -       0.59       0.10       1.13     37.88
  124  552396      1526        8     1425  5'&3'   1827.11       -       0.60       0.11       1.14     37.15
  125  585543      1418       19     1350  5'&3'   1558.54       -       0.45       0.12       0.97     33.74
  126  411490      1522        8     1425  5'&3'   1840.49       -       0.57       0.11       1.10     37.04
  127  314232      1462        1     1429     3'   1782.86       -       0.53       0.12       1.06     36.01
  128  861360      1519        6     1428  5'&3'   1857.59       -       0.54       0.10       1.08     36.85
  129  325240      1545        1     1430     no   1854.56       -       0.57       0.11       1.11     37.76
  130  383407      1547        1     1430     no   1853.30       -       0.56       0.11       1.11     37.73
  131  457427      1452       58     1409  5'&3'   1712.16       -       0.46       0.10       0.98     34.48
  132  675817      1474       28     1379  5'&3'   1749.03       -       0.54       0.11       1.07     35.13
  133  467661      1357       97     1429  5'&3'   1616.03       -       0.51       0.13       1.02     32.60
  134  316278      1485        1     1430     no   1841.96       -       0.74       0.11       1.27     36.22
  135  710685      1520        1     1430     no   1816.35       -       0.87       0.10       1.40     37.03
  136  1112204     1523        1     1430     no   1850.80       -       0.75       0.10       1.28     37.09
  137  176299      1492        1     1430     no   1832.17       -       0.66       0.11       1.18     36.52
  138  161528      1420       34     1394  5'&3'   1742.62       -       0.68       0.11       1.19     33.90
  139  471854      1507        1     1430     no   1709.72       -       0.72       0.13       1.28     37.24
  140  445974       927      417     1323  5'&3'   1170.27       -       0.31       0.06       0.63     18.65
  141  212717      1513        1     1430     no   1873.04       -       1.13       0.12       1.67     36.98
  142  657309      1465       22     1387  5'&3'   1599.33       -       0.86       0.15       1.43     35.44
  143  642492      1533        1     1430     no   1777.54       -       1.17       0.12       1.72     37.64
  144  633147      1515        1     1430     no   1826.68       -       1.06       0.11       1.60     36.95
  145  1001585     1537        1     1430     no   1873.83       -       1.07       0.11       1.62     37.54
  146  398767      1558        1     1430     no   1872.53       -       1.16       0.11       1.70     37.98
  147  158189      1547        1     1430     no   1732.76       -       1.03       0.13       1.59     37.94
  148  324057      1546        1     1430     no   1867.56       -       1.10       0.11       1.65     37.65
  149  548476      1518        1     1430     no   1812.03       -       0.99       0.11       1.53     37.01
  150  592026      1543        8     1425  5'&3'   1863.61       -       1.00       0.11       1.54     37.38
  151  864565      1520        8     1425  5'&3'   1763.11       -       0.89       0.15       1.46     37.30
  152  1000588     1499       12     1394  5'&3'   1813.84       -       0.99       0.13       1.54     35.98
  153  649754      1514        8     1425  5'&3'   1793.36       -       0.97       0.14       1.53     36.80
  154  314266      1497        1     1430     no   1812.08       -       1.35       0.17       1.94     36.68
  155  388739      1459        1     1429     3'   1786.45       -       1.39       0.16       1.96     35.93
  156  321955      1537        1     1430     no   1812.35       -       1.14       0.17       1.75     37.50
  157  546271      1555        1     1430     no   1831.06       -       1.21       0.18       1.82     37.97
  158  575611      1424       19     1350  5'&3'   1504.74       -       1.02       0.18       1.61     33.97
  159  596327      1480        1     1378     3'   1524.51       -       1.44       0.23       2.09     36.01
  160  470145      1516        8     1425  5'&3'   1669.06       -       1.06       0.17       1.66     37.32
  161  1097668     1532        1     1430     no   1826.17       -       1.31       0.15       1.90     37.46
  162  622637      1367       19     1349  5'&3'   1702.38       -       1.12       0.14       1.66     32.24
  163  247156      1519        1     1430     no   1860.46       -       1.12       0.12       1.67     36.94
  164  525255      1514        8     1425  5'&3'   1788.30       -       1.07       0.16       1.65     36.96
  165  1051006     1509        1     1409     3'   1637.24       -       0.98       0.20       1.62     36.79
  166  862515      1518        8     1425  5'&3'   1616.30       -       0.95       0.21       1.61     37.29
  167  190304      1520        1     1430     no   1754.45       -       1.17       0.18       1.80     37.31
  168  879308      1368       14     1308  5'&3'   1692.44       -       0.89       0.13       1.43     31.90
  169  888741      1525        8     1425  5'&3'   1818.43       -       1.06       0.14       1.65     37.17
  170  888057      1479        3     1372  5'&3'   1664.47       -       1.34       0.16       1.95     35.46
  171  575584      1419       19     1350  5'&3'   1713.26       -       1.25       0.15       1.83     33.47
  172  888742      1529        8     1425  5'&3'   1824.88       -       0.95       0.13       1.54     37.19
  173  767031      1531        1     1430     no   1627.09       -       1.07       0.19       1.72     37.85
  174  546262      1529        8     1425  5'&3'   1818.26       -       1.09       0.18       1.73     37.25
  175  379066      1524        1     1430     no   1822.77       -       1.19       0.16       1.81     37.35
  176  411471      1517        8     1425  5'&3'   1828.89       -       1.34       0.17       1.96     36.78
  177  547042      1519        8     1425  5'&3'   1674.31       -       1.32       0.21       1.99     37.36
  178  1040964     1452       69     1430     5'   1776.05       -       1.27       0.18       1.88     34.57
  179  525366      1403      113     1425  5'&3'   1691.36       -       1.19       0.14       1.75     32.94
  180  930942      1573        1     1430     no   1881.47       -       1.49       0.18       2.13     38.26
  181  411463       486      976     1430     5'    506.89       -       0.08       0.04       0.27      8.05
  182  471870      1511        8     1425  5'&3'   1672.04       -       1.07       0.18       1.71     37.25
  183  908612      1372       65     1372  5'&3'   1519.12       -       1.07       0.17       1.66     32.50
  184  445970      1515        8     1425  5'&3'   1710.28       -       1.13       0.17       1.76     37.13
  185  762984      1488        8     1398  5'&3'   1634.84       -       1.40       0.19       2.04     36.24
  186  398513      1534        4     1430     5'   1790.29       -       1.36       0.17       1.99     37.34
  187  367928      1532        1     1430     no   1793.55       -       1.25       0.19       1.91     37.35
  188  245018      1533        1     1430     no   1839.94       -       1.08       0.15       1.71     37.43
  189  411464       859      618     1425  5'&3'   1062.93       -       0.46       0.08       0.83     16.60
  190  484018      1304        8     1234  5'&3'   1372.88       -       0.92       0.20       1.53     30.18
  191  511680      1526        6     1430     5'   1834.46       -       1.02       0.17       1.67     37.24
  192  476272      1522        8     1425  5'&3'   1821.89       -       1.08       0.15       1.71     37.00
  193  545696      1259      235     1425  5'&3'   1554.28       -       0.93       0.13       1.47     28.12
  194  552531      1538        1     1430     no   1778.41       -       1.36       0.18       2.02     37.51
  195  525254      1429       67     1425  5'&3'   1682.75       -       1.33       0.23       2.02     34.23
  196  553204      1491       26     1421  5'&3'   1775.33       -       1.37       0.18       2.03     35.97
  197  743718      1522        1     1430     no   1854.26       -       1.31       0.20       1.99     37.05
  198  933115      1555        4     1430     5'   1891.79       -       1.32       0.17       1.98     37.78
  199  511437      1575        1     1430     no   1851.33       -       1.13       0.19       1.81     38.37
  200  314315      1574        1     1430     no   1886.71       -       1.30       0.20       1.99     38.21
  201  585530      1511        8     1425  5'&3'   1808.14       -       1.52       0.17       2.18     36.58
  202  479431      1517        1     1430     no   1857.30       -       1.14       0.21       1.83     36.90
  203  866774      1467        1     1380     3'   1762.27       -       1.24       0.19       1.90     35.30
  204  908338       443       65      494  5'&3'    526.97       -       0.07       0.07       0.28      7.45
  205  312284      1533        1     1430     no   1841.19       -       1.35       0.19       2.02     37.36
  206  546273      1551        8     1425  5'&3'   1801.44       -       1.15       0.25       1.89     37.74
  207  446462      1518        1     1430     no   1873.22       -       1.52       0.18       2.19     36.90
  208  591001      1557        1     1430     no   1838.38       -       1.31       0.20       2.00     37.88
  209  553220      1443       26     1385  5'&3'   1703.13       -       1.02       0.20       1.69     34.57
  210  655811      1488        8     1398  5'&3'   1728.32       -       1.25       0.25       1.98     36.07
  211  446469      1524        1     1430     no   1864.77       -       1.40       0.18       2.05     37.09
  212  936140      1576        1     1430     no   1857.54       -       1.25       0.22       1.96     38.40
  213  391596      1519        1     1424     3'   1711.74       -       1.30       0.18       1.97     37.35
  214  272568      1493        1     1430     no   1819.94       -       1.19       0.21       1.87     36.51
  215  556263      1313      199     1430     5'   1541.10       -       0.85       0.18       1.46     29.89
  216  483215      1517        8     1425  5'&3'   1675.01       -       1.17       0.22       1.87     37.32
  217  396513      1552        1     1430     no   1886.83       -       1.13       0.25       1.87     37.73
  218  526227      1493        1     1430     no   1779.27       -       1.22       0.23       1.91     36.54
  219  1002339     1523        8     1425  5'&3'   1838.26       -       1.46       0.16       2.11     36.95
  220  585528      1475        1     1376     3'   1658.98       -       1.35       0.18       2.01     35.37
  221  546263      1528        8     1425  5'&3'   1823.44       -       1.19       0.21       1.87     37.22
  222  428125       543       26      494  5'&3'    602.32       -       0.11       0.05       0.33      9.09
  223  1005090     1547        1     1430     no   1820.67       -       1.08       0.25       1.82     37.89
  224  1035188     1541        1     1425     3'   1812.23       -       1.28       0.23       1.99     37.60
  225  596320      1544        1     1430     no   1813.81       -       1.07       0.20       1.77     37.79
  226  742740      1519        8     1425  5'&3'   1821.89       -       0.90       0.22       1.61     36.95
  227  657313      1531        1     1430     no   1839.45       -       1.16       0.21       1.85     37.34
  228  467705      1557        1     1430     no   1868.43       -       1.32       0.22       2.04     37.94
  229  908937      1534        1     1430     no   1613.42       -       1.12       0.24       1.85     37.95
  230  553171      1471        1     1372     3'   1533.92       -       1.33       0.25       2.05     35.69
  231  311403      1481        1     1430     no   1855.33       -       1.11       0.26       1.84     36.19
  232  411460      1525        7     1430     5'   1844.26       -       1.10       0.21       1.80     37.09
  233  457405      1507        8     1425  5'&3'   1750.35       -       0.97       0.20       1.65     36.86
  234  226186      1530        1     1430     no   1672.03       -       1.22       0.23       1.93     37.76
  235  561177      1515        8     1425  5'&3'   1780.66       -       1.24       0.21       1.93     37.03
  236  245014      1455       28     1379  5'&3'   1719.29       -       1.01       0.17       1.65     34.70
  237  742766      1488        8     1398  5'&3'   1627.65       -       1.17       0.24       1.89     36.25
  238  638301      1538        8     1425  5'&3'   1875.14       -       1.08       0.21       1.78     37.24
  239  469617      1322      201     1430     5'   1554.45       -       0.91       0.18       1.51     30.06
  240  379731      1537        1     1430     no   1875.88       -       1.03       0.23       1.75     37.52
  241  196162      1527        1     1430     no   1837.84       -       1.09       0.22       1.78     37.25
  242  445973      1429       26     1381  5'&3'   1746.22       -       1.19       0.18       1.84     34.18
  243  83332       1537        1     1430     no   1816.55       -       1.17       0.21       1.87     37.47
  244  585529      1520        1     1430     no   1783.12       -       1.13       0.19       1.79     37.08
  245  679189      1475        1     1372     3'   1527.33       -       1.20       0.26       1.94     35.76
  246  575615      1421       19     1350  5'&3'   1511.88       -       1.11       0.16       1.73     33.81
  247  866771      1480        1     1378     3'   1541.03       -       1.18       0.20       1.85     36.02
  248  887327      1525        8     1425  5'&3'   1809.68       -       1.03       0.22       1.74     37.27
  249  887325      1334       63     1355  5'&3'   1588.88       -       0.82       0.15       1.40     31.21
  250  585503      1296      192     1425  5'&3'   1609.71       -       0.73       0.12       1.28     29.43
  251  575606      1551        8     1425  5'&3'   1846.63       -       1.21       0.15       1.85     37.58
  252  469613      1531        8     1425  5'&3'   1846.97       -       1.01       0.21       1.71     37.34
  253  350058      1522        1     1430     no   1813.78       -       1.00       0.18       1.65     37.08
  254  360104      1511        1     1430     no   1821.96       -       0.95       0.16       1.59     36.93
  255  323850      1545        1     1430     no   1845.96       -       1.09       0.16       1.74     37.76
  256  221109      1565        1     1430     no   1901.08       -       1.03       0.12       1.64     37.98
  257  66692       1551        1     1430     no   1904.91       -       1.15       0.15       1.78     37.65
  258  690566      1488        1     1430     no   1824.30       -       0.91       0.19       1.57     36.43
  259  506534      1367       71     1356  5'&3'   1644.24       -       0.99       0.16       1.59     31.86
  260  743525      1517        1     1430     no   1791.56       -       1.05       0.19       1.73     37.19
  261  269797      1477        6     1427  5'&3'   1179.98       -       1.11       0.38       1.96     38.77
  262  883         1548        1     1430     no   1839.47       -       1.11       0.17       1.76     37.73
  263  764299      1507        8     1395  5'&3'   1812.91       -       1.15       0.14       1.77     36.28
  264  653045      1528        1     1430     no   1878.75       -       1.06       0.16       1.70     37.18
  265  645465       966      194     1115  5'&3'   1180.07       -       0.55       0.09       0.97     19.56
  266  263358      1515        1     1430     no   1836.47       -       1.12       0.17       1.77     36.86
  267  504474      1521        1     1430     no   1831.05       -       1.10       0.15       1.72     37.05
  268  760192      1516        1     1430     no   1739.79       -       1.26       0.20       1.94     37.18
  269  323259      1465        6     1427  5'&3'   1231.27       -       1.46       0.33       2.25     38.06
  270  309798      1536        1     1430     no   1717.09       -       1.20       0.19       1.86     37.85
  271  709797      1489        1     1430     no   1846.34       -       1.34       0.16       1.97     36.35
  272  456442      1467        6     1427  5'&3'   1242.84       -       1.21       0.42       2.10     38.18
  273  649743      1512        9     1412  5'&3'   1754.57       -       1.10       0.22       1.80     36.59
  274  879310      1496       26     1407  5'&3'   1752.89       -       1.31       0.19       1.97     36.07
  275  553219      1458        1     1377     3'   1734.38       -       1.34       0.18       1.97     35.13
  276  592010      1522        8     1425  5'&3'   1809.36       -       1.38       0.18       2.03     37.11
  277  944560      1518        9     1412  5'&3'   1780.34       -       0.98       0.16       1.62     36.66
  278  888059      1488        9     1412  5'&3'   1663.01       -       1.04       0.24       1.75     36.31
  279  762963      1547        8     1425  5'&3'   1782.12       -       1.18       0.15       1.82     37.55
  280  873517      1490        9     1412  5'&3'   1670.67       -       1.06       0.22       1.75     36.45
  281  553177      1489        8     1410  5'&3'   1680.62       -       1.14       0.21       1.81     36.46
  282  887898      1519        8     1425  5'&3'   1835.00       -       0.91       0.22       1.61     36.96
  283  203275      1525        1     1430     no   1665.70       -       1.02       0.21       1.70     37.65
  284  232363       871        2      857  5'&3'   1080.76       -       0.44       0.08       0.81     17.27
  285  521096      1519        1     1430     no   1858.69       -       0.99       0.14       1.61     36.91
  286  596324      1518        1     1369     3'   1661.78       -       1.09       0.19       1.75     36.38
  287  860228      1516        1     1430     no   1722.63       -       1.16       0.23       1.85     37.34
  288  553218      1499        8     1425  5'&3'   1800.64       -       1.04       0.23       1.75     36.56
  289  525245       917      563     1425  5'&3'   1085.82       -       0.51       0.09       0.90     18.19
  290  649764      1301        8     1251  5'&3'   1565.39       -       0.67       0.18       1.27     29.89
  291  71421       1540        1     1430     no   1821.06       -       0.92       0.18       1.58     37.66
  292  577650      1558        1     1430     no   1857.67       -       1.38       0.21       2.08     37.94
  293  479435      1518        1     1430     no   1860.50       -       1.09       0.13       1.70     36.87
  294  397945      1529        1     1430     no   1821.33       -       1.30       0.20       1.98     37.32
  295  345219      1568        1     1430     no   1895.99       -       0.99       0.18       1.66     38.05
  296  715451      1534        1     1430     no   1832.27       -       1.40       0.21       2.09     37.59
  297  398720      1527        5     1430     5'   1702.94       -       1.31       0.21       2.00     37.63
  298  627192      1487        1     1430     no   1841.39       -       1.12       0.24       1.83     36.38
  299  717785      1482        1     1430     no   1847.19       -       1.10       0.18       1.74     36.19
  300  266940      1519        1     1430     no   1847.69       -       0.96       0.22       1.66     37.01
  301  269798      1521        1     1430     no   1743.66       -       1.00       0.21       1.69     37.41
  302  164757      1522        1     1430     no   1815.96       -       1.17       0.18       1.83     37.09
  303  176279      1551        1     1430     no   1882.83       -       1.37       0.18       2.04     37.70
  304  641147      1531        8     1425  5'&3'   1803.92       -       0.98       0.22       1.68     37.28
  305  525264      1506        8     1425  5'&3'   1799.86       -       0.97       0.17       1.61     36.57
  306  716541      1548        1     1430     no   1816.87       -       1.13       0.21       1.83     38.00
  307  592015      1521        8     1425  5'&3'   1769.55       -       1.16       0.20       1.84     37.19
  308  635013      1539        1     1430     no   1888.29       -       1.31       0.18       1.97     37.43
