TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
394	Sinorhizobium fredii NGR234	Sinorhizobium fredii NGR234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	1
882	Desulfovibrio vulgaris Hildenborough	Desulfovibrio vulgaris str. Hildenborough	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	1
883	Desulfovibrio vulgaris Miyazaki	Desulfovibrio vulgaris str. 'Miyazaki F'	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	1
1140	Synechococcus elongatus PCC7942	Synechococcus elongatus PCC 7942	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	Synechococcus elongatus	1
1148	Synechocystis sp. PCC6803	Synechocystis sp. PCC 6803	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechocystis	1	1
2110	Mycoplasma agalactiae	Mycoplasma agalactiae	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	1	1
2850	Phaeodactylum tricornutum	Phaeodactylum tricornutum	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	1	1
3055	Chlamydomonas reinhardtii	Chlamydomonas reinhardtii	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	1	1
3218	Physcomitrella patens	Physcomitrella patens	Eukaryota	Streptophyta	Bryopsida	Funariales	Funariaceae	Physcomitrella	1	1
3694	Populus trichocarpa	Populus trichocarpa	Eukaryota	Streptophyta	1	Malpighiales	Salicaceae	Populus	1	1
3702	Arabidopsis thaliana	Arabidopsis thaliana	Eukaryota	Streptophyta	1	Brassicales	Brassicaceae	Arabidopsis	1	1
3711	Brassica rapa	Brassica rapa	Eukaryota	Streptophyta	1	Brassicales	Brassicaceae	Brassica	1	1
3847	Glycine max	Glycine max	Eukaryota	Streptophyta	1	Fabales	Fabaceae	Glycine	1	1
4081	Solanum lycopersicum	Solanum lycopersicum	Eukaryota	Streptophyta	1	Solanales	Solanaceae	Solanum	1	1
4113	Solanum tuberosum	Solanum tuberosum	Eukaryota	Streptophyta	1	Solanales	Solanaceae	Solanum	1	1
4513	Hordeum vulgare	Hordeum vulgare	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Hordeum	1	1
4533	Oryza brachyantha	Oryza brachyantha	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Oryza	1	1
4538	Oryza glaberrima	Oryza glaberrima	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Oryza	1	1
4555	Setaria italica	Setaria italica	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Setaria	1	1
4558	Sorghum bicolor	Sorghum bicolor	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Sorghum	1	1
4577	Zea mays	Zea mays	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Zea	1	1
4641	Musa acuminata	Musa acuminata	Eukaryota	Streptophyta	Liliopsida	Zingiberales	Musaceae	Musa	1	1
4787	Phytophthora infestans	Phytophthora infestans	Eukaryota	1	1	Peronosporales	1	Phytophthora	1	1
4896	Schizosaccharomyces pombe	Schizosaccharomyces pombe	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	1	1
4929	Pichia guilliermondii	Pichia guilliermondii	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	1	1
4932	Saccharomyces cerevisiae	Saccharomyces cerevisiae	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	1	1
4950	Torulaspora delbrueckii	Torulaspora delbrueckii	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	1	1
4952	Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	1	1
4956	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	1	1
5022	Leptosphaeria maculans	Leptosphaeria maculans	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	1	1
5057	Aspergillus clavatus	Aspergillus clavatus	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
5059	Aspergillus flavus	Aspergillus flavus	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
5061	Aspergillus niger	Aspergillus niger	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
5062	Aspergillus oryzae	Aspergillus oryzae	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
5085	Aspergillus fumigatus	Aspergillus fumigatus	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
5141	Neurospora crassa	Neurospora crassa	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	1	1
5180	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	1	1
5270	Ustilago maydis	Ustilago maydis	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	1	1
5297	Puccinia graminis	Puccinia graminis	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	1	1
5306	Phanerochaete chrysosporium	Phanerochaete chrysosporium	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	1	1
5507	Fusarium oxysporum	Fusarium oxysporum	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	1	1
5518	Gibberella zeae	Gibberella zeae	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	1	1
5661	Leishmania donovani	Leishmania donovani	Eukaryota	1	1	Kinetoplastida	Trypanosomatidae	Leishmania	1	1
5664	Leishmania major	Leishmania major	Eukaryota	1	1	Kinetoplastida	Trypanosomatidae	Leishmania	1	1
5691	Trypanosoma brucei	Trypanosoma brucei	Eukaryota	1	1	Kinetoplastida	Trypanosomatidae	Trypanosoma	1	1
5722	Trichomonas vaginalis	Trichomonas vaginalis	Eukaryota	1	1	Trichomonadida	Trichomonadidae	Trichomonas	1	1
5759	Entamoeba histolytica	Entamoeba histolytica	Eukaryota	1	1	1	1	Entamoeba	1	1
5762	Naegleria gruberi	Naegleria gruberi	Eukaryota	1	Heterolobosea	Schizopyrenida	Vahlkampfiidae	Naegleria	1	1
5786	Dictyostelium purpureum	Dictyostelium purpureum	Eukaryota	1	1	Dictyosteliida	1	Dictyostelium	1	1
5811	Toxoplasma gondii	Toxoplasma gondii	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Sarcocystidae	Toxoplasma	1	1
5821	Plasmodium berghei	Plasmodium berghei	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	1	1
5825	Plasmodium chabaudi	Plasmodium chabaudi	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	1	1
5833	Plasmodium falciparum	Plasmodium falciparum	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	1	1
5850	Plasmodium knowlesi	Plasmodium knowlesi	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	1	1
5855	Plasmodium vivax	Plasmodium vivax	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	1	1
5911	Tetrahymena thermophila	Tetrahymena thermophila	Eukaryota	1	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	1	1
6085	Hydra magnipapillata	Hydra magnipapillata	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	1	1
6183	Schistosoma mansoni	Schistosoma mansoni	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	1	1
6238	Caenorhabditis briggsae	Caenorhabditis briggsae	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	1	1
6239	Caenorhabditis elegans	Caenorhabditis elegans	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	1	1
6334	Trichinella spiralis	Trichinella spiralis	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	1	1
6669	Daphnia pulex	Daphnia pulex	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	1	1
6945	Ixodes scapularis	Ixodes scapularis	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	1	1
7029	Acyrthosiphon pisum	Acyrthosiphon pisum	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae	Acyrthosiphon	1	1
7070	Tribolium castaneum	Tribolium castaneum	Eukaryota	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	1	1
7091	Bombyx mori	Bombyx mori	Eukaryota	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	1	1
7159	Aedes aegypti	Aedes aegypti	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	1	1
7165	Anopheles gambiae	Anopheles gambiae	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	1	1
7176	Culex quinquefasciatus	Culex quinquefasciatus	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	1	1
7217	Drosophila ananassae	Drosophila ananassae	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7222	Drosophila grimshawi	Drosophila grimshawi	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7227	Drosophila melanogaster	Drosophila melanogaster	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7237	Drosophila pseudoobscura	Drosophila pseudoobscura	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7244	Drosophila virilis	Drosophila virilis	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7245	Drosophila yakuba	Drosophila yakuba	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7260	Drosophila willistoni	Drosophila willistoni	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	1	1
7425	Nasonia vitripennis	Nasonia vitripennis	Eukaryota	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Nasonia	1	1
7460	Apis mellifera	Apis mellifera	Eukaryota	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	1	1
7668	Strongylocentrotus purpuratus	Strongylocentrotus purpuratus	Eukaryota	Echinodermata	Echinoidea	Echinoida	Strongylocentrotidae	Strongylocentrotus	1	1
7719	Ciona intestinalis	Ciona intestinalis	Eukaryota	Chordata	Ascidiacea	Enterogona	Cionidae	Ciona	1	1
7739	Branchiostoma floridae	Branchiostoma floridae	Eukaryota	Chordata	1	1	Branchiostomidae	Branchiostoma	1	1
7757	Petromyzon marinus	Petromyzon marinus	Eukaryota	Chordata	1	Petromyzontiformes	Petromyzontidae	Petromyzon	1	1
7897	Latimeria chalumnae	Latimeria chalumnae	Eukaryota	Chordata	1	Coelacanthiformes	Coelacanthidae	Latimeria	1	1
7955	Danio rerio	Danio rerio	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	1	1
8049	Gadus morhua	Gadus morhua	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	1	1
8083	Xiphophorus maculatus	Xiphophorus maculatus	Eukaryota	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	1	1
8090	Oryzias latipes	Oryzias latipes	Eukaryota	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	1	1
8128	Oreochromis niloticus	Oreochromis niloticus	Eukaryota	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	1	1
8364	Xenopus Silurana	Xenopus (Silurana) tropicalis	Eukaryota	Chordata	Amphibia	Anura	Pipidae	Xenopus	1	1
9031	Gallus gallus	Gallus gallus	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	1	1
9103	Meleagris gallopavo	Meleagris gallopavo	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Meleagris	1	1
9258	Ornithorhynchus anatinus	Ornithorhynchus anatinus	Eukaryota	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	1	1
9305	Sarcophilus harrisii	Sarcophilus harrisii	Eukaryota	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	1	1
9315	Macropus eugenii	Macropus eugenii	Eukaryota	Chordata	Mammalia	Diprotodontia	Macropodidae	Macropus	1	1
9361	Dasypus novemcinctus	Dasypus novemcinctus	Eukaryota	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus	1	1
9371	Echinops telfairi	Echinops telfairi	Eukaryota	Chordata	Mammalia	1	Tenrecidae	Echinops	1	1
9478	Tarsius syrichta	Tarsius syrichta	Eukaryota	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	1	1
9483	Callithrix jacchus	Callithrix jacchus	Eukaryota	Chordata	Mammalia	Primates	Cebidae	Callithrix	1	1
9544	Macaca mulatta	Macaca mulatta	Eukaryota	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	1	1
9593	Gorilla gorilla	Gorilla gorilla	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Gorilla	1	1
9598	Pan troglodytes	Pan troglodytes	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	1	1
9601	Pongo abelii	Pongo abelii	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pongo	1	1
9606	Homo sapiens	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	1	1
9615	Canis lupus	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	1
9646	Ailuropoda melanoleuca	Ailuropoda melanoleuca	Eukaryota	Chordata	Mammalia	Carnivora	Ursidae	Ailuropoda	1	1
9669	Mustela putorius	Mustela putorius furo	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela putorius	1
9685	Felis catus	Felis catus	Eukaryota	Chordata	Mammalia	Carnivora	Felidae	Felis	1	1
9739	Tursiops truncatus	Tursiops truncatus	Eukaryota	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	1	1
9785	Loxodonta africana	Loxodonta africana	Eukaryota	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	1	1
9796	Equus caballus	Equus caballus	Eukaryota	Chordata	Mammalia	Perissodactyla	Equidae	Equus	1	1
9813	Procavia capensis	Procavia capensis	Eukaryota	Chordata	Mammalia	Hyracoidea	Procaviidae	Procavia	1	1
9823	Sus scrofa	Sus scrofa	Eukaryota	Chordata	Mammalia	1	Suidae	Sus	1	1
9913	Bos taurus	Bos taurus	Eukaryota	Chordata	Mammalia	1	Bovidae	Bos	1	1
9986	Oryctolagus cuniculus	Oryctolagus cuniculus	Eukaryota	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	1	1
10020	Dipodomys ordii	Dipodomys ordii	Eukaryota	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	1	1
10090	Mus musculus	Mus musculus	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	1	1
10116	Rattus norvegicus	Rattus norvegicus	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Rattus	1	1
10141	Cavia porcellus	Cavia porcellus	Eukaryota	Chordata	Mammalia	Rodentia	Caviidae	Cavia	1	1
10228	Trichoplax adhaerens	Trichoplax adhaerens	Eukaryota	Placozoa	1	1	1	Trichoplax	1	1
12957	Atta cephalotes	Atta cephalotes	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Atta	1	1
13037	Danaus plexippus	Danaus plexippus	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	1	1
13616	Monodelphis domestica	Monodelphis domestica	Eukaryota	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	1	1
13684	Phaeosphaeria nodorum	Phaeosphaeria nodorum	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	1	1
13735	Pelodiscus sinensis	Pelodiscus sinensis	Eukaryota	Chordata	1	Testudines	Trionychidae	Pelodiscus	1	1
15368	Brachypodium distachyon	Brachypodium distachyon	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Brachypodium	1	1
28377	Anolis carolinensis	Anolis carolinensis	Eukaryota	Chordata	1	Squamata	Iguanidae	Anolis	1	1
29760	Vitis vinifera	Vitis vinifera	Eukaryota	Streptophyta	1	Vitales	Vitaceae	Vitis	1	1
29850	Gaeumannomyces graminis	Gaeumannomyces graminis	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	1	1
29875	Hypocrea virens	Hypocrea virens	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	1	1
30608	Microcebus murinus	Microcebus murinus	Eukaryota	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus	1	1
30611	Otolemur garnettii	Otolemur garnettii	Eukaryota	Chordata	Mammalia	Primates	Galagidae	Otolemur	1	1
31033	Takifugu rubripes	Takifugu rubripes	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	1	1
31234	Caenorhabditis remanei	Caenorhabditis remanei	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	1	1
31964	Clavibacter michiganensis sepedonicus	Clavibacter michiganensis subsp. sepedonicus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	1
32049	Synechococcus sp. PCC7002	Synechococcus sp. PCC 7002	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
32051	Synechococcus sp. WH7803	Synechococcus sp. WH 7803	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
33169	Eremothecium gossypii	Eremothecium gossypii	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	1	1
33178	Aspergillus terreus	Aspergillus terreus	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
34740	Heliconius melpomene	Heliconius melpomene	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	1	1
35128	Thalassiosira pseudonana	Thalassiosira pseudonana	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	1	1
36630	Neosartorya fischeri	Neosartorya fischeri	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Neosartorya	1	1
36870	Wigglesworthia glossinidia Gb	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Wigglesworthia	Wigglesworthia glossinidia	1
37347	Tupaia belangeri	Tupaia belangeri	Eukaryota	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	1	1
37692	Phytoplasma mali	Candidatus Phytoplasma mali	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	1	1
39416	Tuber melanosporum	Tuber melanosporum	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	1	1
39946	Oryza sativa Indica	Oryza sativa Indica Group	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Oryza	Oryza sativa	1
39947	Oryza sativa Japonica	Oryza sativa Japonica Group	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Oryza	Oryza sativa	1
40041	Streptococcus equi	Streptococcus equi subsp. zooepidemicus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi	1
40559	Botryotinia fuckeliana	Botryotinia fuckeliana	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	1	1
41431	Cyanothece sp. PCC8801	Cyanothece sp. PCC 8801	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanothece	1	1
43151	Anopheles darlingi	Anopheles darlingi	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	1	1
43179	Ictidomys tridecemlineatus	Ictidomys tridecemlineatus	Eukaryota	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	1	1
43989	Cyanothece sp. ATCC51142	Cyanothece sp. ATCC 51142	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanothece	1	1
44689	Dictyostelium discoideum	Dictyostelium discoideum	Eukaryota	1	1	Dictyosteliida	1	Dictyostelium	1	1
45157	Cyanidioschyzon merolae	Cyanidioschyzon merolae	Eukaryota	1	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	1	1
45351	Nematostella vectensis	Nematostella vectensis	Eukaryota	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	Nematostella	1	1
50743	unidentified eubacterium SCB49	unidentified eubacterium SCB49	Bacteria	Bacteroidetes	1	1	1	1	1	1
51453	Hypocrea jecorina	Hypocrea jecorina	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	1	1
51511	Ciona savignyi	Ciona savignyi	Eukaryota	Chordata	Ascidiacea	Enterogona	Cionidae	Ciona	1	1
52598	Sulfitobacter sp. EE36	Sulfitobacter sp. EE-36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	1	1
54126	Pristionchus pacificus	Pristionchus pacificus	Eukaryota	Nematoda	Chromadorea	Diplogasterida	Neodiplogasteridae	Pristionchus	1	1
56780	Syntrophus aciditrophicus	Syntrophus aciditrophicus SB	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	1
58051	Moritella sp. PE36	Moritella sp. PE36	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	1	1
59196	Rickettsiella grylli	Rickettsiella grylli	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	1	1
59374	Fibrobacter succinogenes	Fibrobacter succinogenes subsp. succinogenes S85	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	Fibrobacter succinogenes subsp. succinogenes
59463	Myotis lucifugus	Myotis lucifugus	Eukaryota	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	1	1
59689	Arabidopsis lyrata	Arabidopsis lyrata	Eukaryota	Streptophyta	1	Brassicales	Brassicaceae	Arabidopsis	1	1
59729	Taeniopygia guttata	Taeniopygia guttata	Eukaryota	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	1	1
59748	Phytoplasma australiense	Candidatus Phytoplasma australiense	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	1	1
59919	Prochlorococcus marinus pastoris	Prochlorococcus marinus subsp. pastoris str. CCMP1986	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus subsp. pastoris
59931	Synechococcus sp. WH7805	Synechococcus sp. WH 7805	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
61853	Nomascus leucogenys	Nomascus leucogenys	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	1	1
62928	Azoarcus sp. BH72	Azoarcus sp. BH72	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	1	1
62977	Acinetobacter sp. ADP1	Acinetobacter sp. ADP1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	1	1
63737	Nostoc punctiforme	Nostoc punctiforme PCC 73102	Bacteria	Cyanobacteria	1	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	1
64091	Halobacterium sp. NRC1	Halobacterium sp. NRC-1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	1
64471	Synechococcus sp. CC9311	Synechococcus sp. CC9311	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
65071	Pythium ultimum	Pythium ultimum	Eukaryota	1	1	Pythiales	Pythiaceae	Pythium	1	1
65393	Cyanothece sp. PCC7424	Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanothece	1	1
66692	Bacillus clausii	Bacillus clausii KSM-K16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii	1
67593	Phytophthora sojae	Phytophthora sojae	Eukaryota	1	1	Peronosporales	1	Phytophthora	1	1
69014	Thermococcus kodakarensis	Thermococcus kodakarensis KOD1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus kodakarensis	1
69042	Synechococcus sp. WH5701	Synechococcus sp. WH 5701	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
69293	Gasterosteus aculeatus	Gasterosteus aculeatus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	1	1
70448	Ostreococcus tauri	Ostreococcus tauri	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	1	1
70601	Pyrococcus horikoshii	Pyrococcus horikoshii OT3	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii	1
71421	Haemophilus influenzae	Haemophilus influenzae Rd KW20	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	1
74546	Prochlorococcus marinus MIT9312	Prochlorococcus marinus str. MIT 9312	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
74547	Prochlorococcus marinus MIT9313	Prochlorococcus marinus str. MIT 9313	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
76114	Aromatoleum aromaticum	Aromatoleum aromaticum EbN1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	1
76869	Pseudomonas putida GB1	Pseudomonas putida GB-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	1
78245	Xanthobacter autotrophicus	Xanthobacter autotrophicus Py2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	1
